task_id,task_code,asset_id,corridor_code,feat_maint_type,feat_department,feat_asset_type,feat_priority,feat_power_block_req,feat_traffic_block_req,feat_speed_restriction_kmph,feat_work_complexity_score,feat_corridor_length_km,feat_corridor_electrified,feat_corridor_double_line,feat_section_span_km,feat_dependency_count,feat_asset_criticality,feat_asset_criticality_score,feat_asset_health_status,feat_asset_health_score,feat_task_urgency,feat_task_urgency_score,feat_days_until_required,feat_is_overdue,feat_task_priority_score,feat_train_traffic_count,feat_high_priority_train_count,feat_high_priority_train_ratio,feat_available_window_count,feat_total_available_window_minutes,feat_window_to_task_duration_ratio,feat_potential_train_conflicts,raw_requested_duration_minutes,target_maintenance_duration,target_asset_risk_priority,target_operational_impact,data_source,generator_version,random_seed
synth-task-00953,SYN-ENGG-0953,synth-asset-ENGG-473,HWH-DDU,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,15.0,2.501,675.0,1,1,5.81,1,CRITICAL,4,FAILED,5,IMMEDIATE,4,-1.82,1,5,8,1,0.125,2,388,3.008,2,129,102.8,100.0,50.8,synthetic,1.0.0,42
synth-task-00954,SYN-SNT-0954,synth-asset-SNT-431,CSMT-KYN,AXLE_COUNTER_OVERHAUL,SNT,AXLE_COUNTER,2,0,0,0.0,1.627,54.0,1,1,2.87,2,MEDIUM,2,OPERATIONAL,1,MEDIUM,2,8.9,0,4,24,10,0.417,1,174,2.047,0,85,82.1,49.72,76.0,synthetic,1.0.0,42
synth-task-00955,SYN-ENGG-0955,synth-asset-ENGG-227,MAS-GDR,DEEP_SCREENING,ENGG,TRACK,2,0,1,50.0,3.844,138.0,1,1,4.68,2,CRITICAL,4,DEGRADED,3,IMMEDIATE,4,-6.98,1,4,11,2,0.182,2,400,1.404,3,285,349.7,93.4,77.43,synthetic,1.0.0,42
synth-task-00956,SYN-ENGG-0956,synth-asset-ENGG-144,HWH-DDU,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,20.0,3.16,675.0,1,1,2.48,3,CRITICAL,4,FAILED,5,IMMEDIATE,4,-0.47,1,5,13,4,0.308,3,444,3.171,4,140,133.7,100.0,85.11,synthetic,1.0.0,42
synth-task-00957,SYN-ENGG-0957,synth-asset-ENGG-601,HWH-DDU,DEEP_SCREENING,ENGG,TRACK,2,0,1,15.0,2.97,675.0,1,1,2.7,2,MEDIUM,2,DEGRADED,3,LOW,1,11.94,0,4,6,2,0.333,2,380,1.372,3,277,299.9,53.46,65.83,synthetic,1.0.0,42
synth-task-00958,SYN-TRD-0958,synth-asset-TRD-580,HWH-DDU,CANTILEVER_ADJUSTMENT,TRD,OHE_MAST,5,1,1,0.0,2.588,675.0,1,1,3.49,0,HIGH,3,OPERATIONAL,1,HIGH,3,4.17,0,1,10,5,0.5,2,268,1.457,6,184,195.7,48.11,75.55,synthetic,1.0.0,42
synth-task-00959,SYN-ENGG-0959,synth-asset-ENGG-321,CSMT-KYN,TRACK_TAMPING,ENGG,TRACK,1,0,1,20.0,2.146,54.0,1,1,5.26,0,CRITICAL,4,UNDER_MAINTENANCE,2,MEDIUM,2,-1.98,1,5,14,2,0.143,1,228,1.2,3,190,214.0,82.83,77.27,synthetic,1.0.0,42
synth-task-00960,SYN-ENGG-0960,synth-asset-ENGG-331,HWH-DDU,TURNOUT_PACKING,ENGG,TURNOUT,5,0,1,0.0,1.467,675.0,1,1,3.17,0,MEDIUM,2,OPERATIONAL,1,MEDIUM,2,13.45,0,1,10,4,0.4,1,154,1.116,4,138,129.8,30.67,71.03,synthetic,1.0.0,42
synth-task-00961,SYN-ENGG-0961,synth-asset-ENGG-241,CSMT-KYN,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,20.0,2.061,54.0,1,1,1.76,0,CRITICAL,4,FAILED,5,IMMEDIATE,4,-0.44,1,5,14,3,0.214,1,166,1.566,4,106,96.7,100.0,72.03,synthetic,1.0.0,42
synth-task-00962,SYN-ENGG-0962,synth-asset-ENGG-720,HWH-DDU,TRACK_TAMPING,ENGG,TRACK,3,0,1,45.0,3.229,675.0,1,1,5.69,1,HIGH,3,DEGRADED,3,HIGH,3,5.48,0,3,13,6,0.462,3,615,3.22,7,191,240.1,74.29,95.84,synthetic,1.0.0,42
synth-task-00963,SYN-ENGG-0963,synth-asset-ENGG-589,CSMT-KYN,RAIL_GRINDING,ENGG,TRACK,1,0,1,0.0,1.402,54.0,1,1,3.59,0,HIGH,3,MAINTENANCE_REQUIRED,4,MEDIUM,2,13.87,0,5,16,6,0.375,2,344,1.543,6,223,193.0,76.47,99.76,synthetic,1.0.0,42
synth-task-00964,SYN-ENGG-0964,synth-asset-ENGG-667,MAS-GDR,RAIL_GRINDING,ENGG,TRACK,1,0,1,0.0,2.115,138.0,1,1,5.27,1,CRITICAL,4,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,10.52,0,5,11,2,0.182,3,525,2.178,3,241,234.2,97.38,74.33,synthetic,1.0.0,42
synth-task-00965,SYN-ENGG-0965,synth-asset-ENGG-944,MAS-GDR,DEEP_SCREENING,ENGG,TRACK,5,0,1,0.0,2.138,138.0,1,1,4.97,1,MEDIUM,2,UNDER_MAINTENANCE,2,LOW,1,0.92,0,1,5,1,0.2,1,212,0.774,1,274,265.5,33.42,56.19,synthetic,1.0.0,42
synth-task-00966,SYN-TRD-0966,synth-asset-TRD-853,CSMT-KYN,OHE_INSPECTION,TRD,OHE_LINE,3,1,1,45.0,3.686,54.0,1,1,3.55,0,LOW,1,OPERATIONAL,1,HIGH,3,4.5,0,3,15,4,0.267,1,124,0.838,5,148,138.0,45.95,83.77,synthetic,1.0.0,42
synth-task-00967,SYN-ENGG-0967,synth-asset-ENGG-855,MAS-GDR,RAIL_GRINDING,ENGG,TRACK,1,0,1,50.0,3.168,138.0,1,1,5.56,1,CRITICAL,4,FAILED,5,HIGH,3,12.5,0,5,7,1,0.143,3,456,1.839,2,248,276.6,99.06,55.48,synthetic,1.0.0,42
synth-task-00968,SYN-ENGG-0968,synth-asset-ENGG-537,MAS-GDR,TURNOUT_PACKING,ENGG,TURNOUT,1,0,1,0.0,2.008,138.0,1,1,0.78,1,MEDIUM,2,FAILED,5,IMMEDIATE,4,-1.83,1,5,12,3,0.25,2,376,2.611,4,144,119.4,94.2,70.19,synthetic,1.0.0,42
synth-task-00969,SYN-ENGG-0969,synth-asset-ENGG-541,HWH-DDU,RAIL_GRINDING,ENGG,TRACK,3,0,1,30.0,2.361,675.0,1,1,4.81,0,LOW,1,DEGRADED,3,MEDIUM,2,7.85,0,3,12,2,0.167,3,672,2.96,3,227,240.9,52.06,76.8,synthetic,1.0.0,42
synth-task-00970,SYN-TRD-0970,synth-asset-TRD-361,CSMT-KYN,SUBSTATION_MAINTENANCE,TRD,TRACTION_SUBSTATION,3,1,0,0.0,1.615,54.0,1,1,2.97,0,HIGH,3,DEGRADED,3,MEDIUM,2,13.87,0,3,15,2,0.133,2,330,1.542,0,214,181.5,65.57,63.57,synthetic,1.0.0,42
synth-task-00971,SYN-ENGG-0971,synth-asset-ENGG-114,HWH-DDU,RAIL_GRINDING,ENGG,TRACK,4,0,1,20.0,2.039,675.0,1,1,4.78,0,MEDIUM,2,DEGRADED,3,HIGH,3,5.24,0,2,14,2,0.143,3,396,1.565,2,253,233.8,56.74,74.55,synthetic,1.0.0,42
synth-task-00972,SYN-ENGG-0972,synth-asset-ENGG-321,MAS-GDR,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,45.0,2.749,138.0,1,1,3.25,0,CRITICAL,4,FAILED,5,IMMEDIATE,4,-0.52,1,5,5,2,0.4,1,152,1.333,3,114,111.8,100.0,55.83,synthetic,1.0.0,42
synth-task-00973,SYN-ENGG-0973,synth-asset-ENGG-131,NDLS-CNB,RAIL_GRINDING,ENGG,TRACK,3,0,1,30.0,3.152,440.5,1,1,2.43,3,MEDIUM,2,OPERATIONAL,1,LOW,1,9.35,0,3,8,3,0.375,2,300,1.22,4,246,283.3,33.41,69.52,synthetic,1.0.0,42
synth-task-00974,SYN-TRD-0974,synth-asset-TRD-205,HWH-DDU,CONTACT_WIRE_RENEWAL,TRD,OHE_LINE,2,1,1,20.0,3.143,675.0,1,1,4.32,0,HIGH,3,DEGRADED,3,MEDIUM,2,10.4,0,4,12,2,0.167,3,594,2.259,3,263,279.0,66.55,71.84,synthetic,1.0.0,42
synth-task-00975,SYN-ENGG-0975,synth-asset-ENGG-332,NDLS-CNB,TURNOUT_PACKING,ENGG,TURNOUT,1,0,1,30.0,2.185,440.5,1,1,1.82,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,HIGH,3,2.47,0,5,8,1,0.125,2,396,2.658,2,149,136.3,79.14,50.14,synthetic,1.0.0,42
synth-task-00976,SYN-TRD-0976,synth-asset-TRD-166,NDLS-CNB,SUBSTATION_MAINTENANCE,TRD,TRACTION_SUBSTATION,2,1,0,0.0,1.537,440.5,1,1,4.22,0,LOW,1,OPERATIONAL,1,HIGH,3,8.71,0,4,11,3,0.273,2,360,1.935,0,186,175.7,52.09,51.27,synthetic,1.0.0,42
synth-task-00977,SYN-ENGG-0977,synth-asset-ENGG-734,NDLS-CNB,TRACK_TAMPING,ENGG,TRACK,4,0,1,0.0,1.543,440.5,1,1,5.1,0,LOW,1,DEGRADED,3,MEDIUM,2,1.88,0,2,9,4,0.444,1,220,1.0,4,220,249.6,50.47,86.25,synthetic,1.0.0,42
synth-task-00978,SYN-SNT-0978,synth-asset-SNT-942,MAS-GDR,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,5,0,1,50.0,2.73,138.0,1,1,3.25,0,MEDIUM,2,UNDER_MAINTENANCE,2,HIGH,3,9.79,0,1,7,2,0.286,1,200,1.98,3,101,92.5,47.87,51.4,synthetic,1.0.0,42
synth-task-00979,SYN-SNT-0979,synth-asset-SNT-154,MAS-GDR,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,1,0,1,0.0,1.583,138.0,1,1,5.22,0,LOW,1,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,-5.53,1,5,12,1,0.083,3,561,6.448,1,87,46.6,87.51,55.16,synthetic,1.0.0,42
synth-task-00980,SYN-ENGG-0980,synth-asset-ENGG-802,NDLS-CNB,RAIL_GRINDING,ENGG,TRACK,4,0,1,0.0,1.672,440.5,1,1,5.14,0,MEDIUM,2,OPERATIONAL,1,MEDIUM,2,4.17,0,2,13,3,0.231,2,312,1.465,3,213,218.6,38.57,85.19,synthetic,1.0.0,42
synth-task-00981,SYN-ENGG-0981,synth-asset-ENGG-578,CSMT-KYN,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,20.0,2.59,54.0,1,1,3.31,1,CRITICAL,4,FAILED,5,IMMEDIATE,4,-1.52,1,5,22,9,0.409,3,369,2.976,10,124,54.2,100.0,80.74,synthetic,1.0.0,42
synth-task-00982,SYN-SNT-0982,synth-asset-SNT-235,HWH-DDU,INTERLOCKING_LOGIC_TEST,SNT,INTERLOCKING,1,0,1,0.0,2.069,675.0,1,1,1.7,1,HIGH,3,MAINTENANCE_REQUIRED,4,MEDIUM,2,-4.73,1,5,13,1,0.077,3,372,2.696,1,138,120.1,83.68,66.15,synthetic,1.0.0,42
synth-task-00983,SYN-SNT-0983,synth-asset-SNT-720,MAS-GDR,POINTS_TESTING,SNT,INTERLOCKING,3,0,1,0.0,1.495,138.0,1,1,4.64,0,LOW,1,DEGRADED,3,MEDIUM,2,-5.42,1,3,5,2,0.4,2,436,3.893,3,112,65.4,57.97,46.85,synthetic,1.0.0,42
synth-task-00984,SYN-ENGG-0984,synth-asset-ENGG-375,HWH-DDU,TRACK_TAMPING,ENGG,TRACK,3,0,1,50.0,2.69,675.0,1,1,2.71,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,-6.42,1,3,10,5,0.5,1,159,0.791,5,201,219.2,85.34,88.5,synthetic,1.0.0,42
synth-task-00985,SYN-SNT-0985,synth-asset-SNT-853,MAS-GDR,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,2,0,1,0.0,1.592,138.0,1,1,5.0,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,-4.68,1,4,9,1,0.111,3,609,7.081,2,86,65.1,92.0,45.21,synthetic,1.0.0,42
synth-task-00986,SYN-ENGG-0986,synth-asset-ENGG-642,HWH-DDU,DEEP_SCREENING,ENGG,TRACK,3,0,1,50.0,2.83,675.0,1,1,3.82,0,HIGH,3,DEGRADED,3,LOW,1,8.75,0,3,8,2,0.25,2,432,1.571,3,275,291.2,55.66,72.13,synthetic,1.0.0,42
synth-task-00987,SYN-ENGG-0987,synth-asset-ENGG-242,MAS-GDR,RAIL_GRINDING,ENGG,TRACK,1,0,1,0.0,1.526,138.0,1,1,5.98,0,CRITICAL,4,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,4.92,0,5,6,1,0.167,1,232,1.172,1,198,206.9,96.35,55.46,synthetic,1.0.0,42
synth-task-00988,SYN-ENGG-0988,synth-asset-ENGG-407,HWH-DDU,DEEP_SCREENING,ENGG,TRACK,2,0,1,0.0,1.599,675.0,1,1,1.43,0,CRITICAL,4,DEGRADED,3,HIGH,3,-0.53,1,4,9,4,0.444,2,308,1.222,5,252,234.1,90.48,74.69,synthetic,1.0.0,42
synth-task-00989,SYN-SNT-0989,synth-asset-SNT-712,NDLS-CNB,INTERLOCKING_LOGIC_TEST,SNT,INTERLOCKING,3,0,1,0.0,1.405,440.5,1,1,4.98,0,HIGH,3,DEGRADED,3,MEDIUM,2,2.98,0,3,12,4,0.333,3,675,4.754,4,142,102.0,62.19,72.59,synthetic,1.0.0,42
synth-task-00990,SYN-TRD-0990,synth-asset-TRD-923,MAS-GDR,CONTACT_WIRE_RENEWAL,TRD,OHE_LINE,3,1,1,0.0,3.422,138.0,1,1,1.49,3,HIGH,3,UNDER_MAINTENANCE,2,MEDIUM,2,12.56,0,3,11,2,0.182,1,124,0.496,2,250,269.8,52.93,69.17,synthetic,1.0.0,42
synth-task-00991,SYN-SNT-0991,synth-asset-SNT-948,MAS-GDR,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,1,0,1,50.0,2.823,138.0,1,1,3.39,0,HIGH,3,MAINTENANCE_REQUIRED,4,HIGH,3,4.45,0,5,11,5,0.455,1,191,2.099,6,91,66.7,82.23,71.81,synthetic,1.0.0,42
synth-task-00992,SYN-ENGG-0992,synth-asset-ENGG-966,HWH-DDU,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,50.0,3.431,675.0,1,1,4.02,1,CRITICAL,4,FAILED,5,IMMEDIATE,4,-0.66,1,5,7,3,0.429,1,130,1.008,4,129,87.4,100.0,51.5,synthetic,1.0.0,42
synth-task-00993,SYN-ENGG-0993,synth-asset-ENGG-476,CSMT-KYN,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,20.0,2.046,54.0,1,1,3.09,0,CRITICAL,4,FAILED,5,IMMEDIATE,4,-0.39,1,5,21,4,0.19,1,200,2.326,5,86,85.2,100.0,79.27,synthetic,1.0.0,42
synth-task-00994,SYN-ENGG-0994,synth-asset-ENGG-453,HWH-DDU,RAIL_GRINDING,ENGG,TRACK,3,0,1,15.0,2.015,675.0,1,1,5.4,0,HIGH,3,DEGRADED,3,HIGH,3,12.54,0,3,10,3,0.3,2,366,1.519,3,241,251.8,70.15,76.58,synthetic,1.0.0,42
synth-task-00995,SYN-TRD-0995,synth-asset-TRD-602,MAS-GDR,CANTILEVER_ADJUSTMENT,TRD,OHE_MAST,4,1,1,0.0,3.047,138.0,1,1,1.74,1,MEDIUM,2,UNDER_MAINTENANCE,2,HIGH,3,-0.63,1,2,5,1,0.2,1,172,1.042,1,165,162.3,63.83,48.8,synthetic,1.0.0,42
synth-task-00996,SYN-ENGG-0996,synth-asset-ENGG-366,NDLS-CNB,RAIL_GRINDING,ENGG,TRACK,2,0,1,50.0,3.754,440.5,1,1,2.75,2,HIGH,3,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,-6.85,1,4,16,1,0.062,1,197,0.764,1,258,273.2,89.06,73.85,synthetic,1.0.0,42
synth-task-00997,SYN-SNT-0997,synth-asset-SNT-230,CSMT-KYN,POINTS_TESTING,SNT,INTERLOCKING,3,0,1,0.0,1.463,54.0,1,1,3.4,0,MEDIUM,2,OPERATIONAL,1,LOW,1,3.7,0,3,24,8,0.333,2,382,3.898,9,98,86.4,36.16,90.13,synthetic,1.0.0,42
synth-task-00998,SYN-TRD-0998,synth-asset-TRD-953,HWH-DDU,CONTACT_WIRE_RENEWAL,TRD,OHE_LINE,1,1,1,45.0,3.734,675.0,1,1,1.36,0,LOW,1,FAILED,5,MEDIUM,2,-2.67,1,5,6,1,0.167,3,477,2.111,1,226,272.0,75.81,52.55,synthetic,1.0.0,42
synth-task-00999,SYN-ENGG-0999,synth-asset-ENGG-917,HWH-DDU,TURNOUT_PACKING,ENGG,TURNOUT,2,0,1,15.0,1.938,675.0,1,1,2.82,0,CRITICAL,4,OPERATIONAL,1,HIGH,3,-1.78,1,4,8,3,0.375,1,131,0.91,4,144,89.9,73.44,53.79,synthetic,1.0.0,42
synth-task-01000,SYN-ENGG-1000,synth-asset-ENGG-401,CSMT-KYN,DEEP_SCREENING,ENGG,TRACK,3,0,1,15.0,1.94,54.0,1,1,1.57,0,HIGH,3,DEGRADED,3,MEDIUM,2,11.19,0,3,23,7,0.304,3,480,1.943,8,247,221.9,57.88,97.67,synthetic,1.0.0,42
synth-task-01001,SYN-SNT-1001,synth-asset-SNT-974,NDLS-CNB,POINTS_TESTING,SNT,INTERLOCKING,5,0,1,0.0,1.491,440.5,1,1,1.18,0,MEDIUM,2,DEGRADED,3,LOW,1,4.5,0,1,14,7,0.5,2,278,2.376,8,117,100.2,34.82,82.97,synthetic,1.0.0,42
synth-task-01002,SYN-ENGG-1002,synth-asset-ENGG-204,MAS-GDR,TURNOUT_PACKING,ENGG,TURNOUT,2,0,1,0.0,1.657,138.0,1,1,5.6,0,CRITICAL,4,UNDER_MAINTENANCE,2,IMMEDIATE,4,2.03,0,4,11,5,0.455,2,338,2.889,5,117,148.5,74.15,81.54,synthetic,1.0.0,42
synth-task-01003,SYN-ENGG-1003,synth-asset-ENGG-810,NDLS-CNB,TRACK_TAMPING,ENGG,TRACK,3,0,1,30.0,2.266,440.5,1,1,3.92,0,HIGH,3,DEGRADED,3,MEDIUM,2,9.76,0,3,11,4,0.364,2,254,1.204,4,211,161.0,62.4,74.4,synthetic,1.0.0,42
synth-task-01004,SYN-TRD-1004,synth-asset-TRD-409,HWH-DDU,SUBSTATION_MAINTENANCE,TRD,TRACTION_SUBSTATION,2,1,0,0.0,1.476,675.0,1,1,4.37,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,3.45,0,4,9,1,0.111,1,183,0.884,0,207,150.6,74.94,41.4,synthetic,1.0.0,42
synth-task-01005,SYN-ENGG-1005,synth-asset-ENGG-129,HWH-DDU,TRACK_TAMPING,ENGG,TRACK,1,0,1,45.0,2.55,675.0,1,1,5.61,0,CRITICAL,4,OPERATIONAL,1,IMMEDIATE,4,-2.83,1,5,6,1,0.167,3,408,1.846,1,221,241.0,83.15,56.84,synthetic,1.0.0,42
synth-task-01006,SYN-SNT-1006,synth-asset-SNT-747,MAS-GDR,INTERLOCKING_LOGIC_TEST,SNT,INTERLOCKING,1,0,1,0.0,1.516,138.0,1,1,5.98,0,HIGH,3,MAINTENANCE_REQUIRED,4,HIGH,3,-2.29,1,5,5,2,0.4,1,139,1.086,3,128,132.5,91.08,53.77,synthetic,1.0.0,42
synth-task-01007,SYN-SNT-1007,synth-asset-SNT-502,NDLS-CNB,POINTS_TESTING,SNT,INTERLOCKING,1,0,1,0.0,1.503,440.5,1,1,4.28,0,CRITICAL,4,MAINTENANCE_REQUIRED,4,HIGH,3,13.6,0,5,15,8,0.533,3,651,6.084,9,107,111.8,84.81,88.0,synthetic,1.0.0,42
synth-task-01008,SYN-ENGG-1008,synth-asset-ENGG-555,NDLS-CNB,RAIL_GRINDING,ENGG,TRACK,2,0,1,45.0,2.562,440.5,1,1,5.27,0,HIGH,3,UNDER_MAINTENANCE,2,MEDIUM,2,11.53,0,4,16,4,0.25,1,128,0.574,5,223,261.0,57.69,91.65,synthetic,1.0.0,42
synth-task-01009,SYN-TRD-1009,synth-asset-TRD-626,HWH-DDU,SUBSTATION_MAINTENANCE,TRD,TRACTION_SUBSTATION,5,1,0,0.0,2.037,675.0,1,1,3.11,1,MEDIUM,2,UNDER_MAINTENANCE,2,HIGH,3,-5.06,1,1,6,2,0.333,2,424,2.163,0,196,200.6,55.46,46.06,synthetic,1.0.0,42
synth-task-01010,SYN-SNT-1010,synth-asset-SNT-183,NDLS-CNB,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,2,0,1,0.0,1.585,440.5,1,1,3.21,0,CRITICAL,4,DEGRADED,3,IMMEDIATE,4,9.42,0,4,13,4,0.308,2,440,5.867,5,75,37.8,84.88,73.24,synthetic,1.0.0,42
synth-task-01011,SYN-TRD-1011,synth-asset-TRD-856,HWH-DDU,SUBSTATION_MAINTENANCE,TRD,TRACTION_SUBSTATION,2,1,0,0.0,2.096,675.0,1,1,5.93,1,CRITICAL,4,MAINTENANCE_REQUIRED,4,HIGH,3,4.6,0,4,10,4,0.4,1,173,0.883,0,196,195.6,85.36,57.44,synthetic,1.0.0,42
synth-task-01012,SYN-ENGG-1012,synth-asset-ENGG-839,MAS-GDR,TURNOUT_PACKING,ENGG,TURNOUT,3,0,1,50.0,2.811,138.0,1,1,0.5,0,HIGH,3,DEGRADED,3,MEDIUM,2,11.46,0,3,9,1,0.111,2,456,3.081,2,148,146.8,63.49,55.75,synthetic,1.0.0,42
synth-task-01013,SYN-SNT-1013,synth-asset-SNT-533,MAS-GDR,INTERLOCKING_LOGIC_TEST,SNT,INTERLOCKING,1,0,1,0.0,2.447,138.0,1,1,5.98,2,HIGH,3,FAILED,5,HIGH,3,8.35,0,5,8,2,0.25,1,142,0.882,3,161,173.4,88.95,53.46,synthetic,1.0.0,42
synth-task-01014,SYN-ENGG-1014,synth-asset-ENGG-127,CSMT-KYN,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,30.0,2.364,54.0,1,1,0.81,0,CRITICAL,4,FAILED,5,IMMEDIATE,4,-1.64,1,5,14,4,0.286,2,352,3.785,5,93,102.0,100.0,73.26,synthetic,1.0.0,42
synth-task-01015,SYN-SNT-1015,synth-asset-SNT-674,HWH-DDU,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,2,0,1,45.0,2.775,675.0,1,1,3.42,0,CRITICAL,4,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,1.83,0,4,7,2,0.286,1,162,1.952,3,83,60.4,87.55,44.98,synthetic,1.0.0,42
synth-task-01016,SYN-TRD-1016,synth-asset-TRD-299,NDLS-CNB,CANTILEVER_ADJUSTMENT,TRD,OHE_MAST,2,1,1,0.0,2.984,440.5,1,1,1.26,1,MEDIUM,2,MAINTENANCE_REQUIRED,4,HIGH,3,-3.34,1,4,8,3,0.375,1,203,1.0,4,203,195.2,81.93,64.74,synthetic,1.0.0,42
synth-task-01017,SYN-TRD-1017,synth-asset-TRD-222,CSMT-KYN,CANTILEVER_ADJUSTMENT,TRD,OHE_MAST,3,1,1,0.0,2.608,54.0,1,1,5.33,0,HIGH,3,OPERATIONAL,1,MEDIUM,2,2.28,0,3,16,6,0.375,2,476,2.751,7,173,198.6,48.11,90.03,synthetic,1.0.0,42
synth-task-01018,SYN-SNT-1018,synth-asset-SNT-833,HWH-DDU,AXLE_COUNTER_OVERHAUL,SNT,AXLE_COUNTER,3,0,0,0.0,0.8,675.0,1,1,4.34,0,HIGH,3,OPERATIONAL,1,LOW,1,10.23,0,3,13,6,0.462,1,202,2.494,0,81,98.0,47.14,69.83,synthetic,1.0.0,42
synth-task-01019,SYN-ENGG-1019,synth-asset-ENGG-945,MAS-GDR,DEEP_SCREENING,ENGG,TRACK,3,0,1,30.0,2.414,138.0,1,1,3.2,0,LOW,1,UNDER_MAINTENANCE,2,LOW,1,13.16,0,3,12,4,0.333,3,504,1.8,5,280,295.5,36.69,89.23,synthetic,1.0.0,42
synth-task-01020,SYN-ENGG-1020,synth-asset-ENGG-731,NDLS-CNB,DEEP_SCREENING,ENGG,TRACK,1,0,1,15.0,1.892,440.5,1,1,3.96,0,CRITICAL,4,UNDER_MAINTENANCE,2,HIGH,3,-1.76,1,5,12,1,0.083,1,132,0.541,2,244,255.0,86.57,70.46,synthetic,1.0.0,42
synth-task-01021,SYN-ENGG-1021,synth-asset-ENGG-958,MAS-GDR,DEEP_SCREENING,ENGG,TRACK,2,0,1,20.0,1.992,138.0,1,1,3.81,0,CRITICAL,4,DEGRADED,3,IMMEDIATE,4,10.15,0,4,5,2,0.4,3,564,2.153,3,262,276.4,81.07,57.09,synthetic,1.0.0,42
synth-task-01022,SYN-SNT-1022,synth-asset-SNT-451,MAS-GDR,SIGNAL_ASPECT_ALIGNMENT,SNT,SIGNAL,2,0,0,0.0,1.133,138.0,1,1,4.38,1,CRITICAL,4,DEGRADED,3,IMMEDIATE,4,-6.25,1,4,8,2,0.25,1,150,1.807,0,83,77.9,94.08,35.02,synthetic,1.0.0,42
synth-task-01023,SYN-TRD-1023,synth-asset-TRD-831,HWH-DDU,CONTACT_WIRE_RENEWAL,TRD,OHE_LINE,1,1,1,30.0,3.249,675.0,1,1,4.07,0,LOW,1,MAINTENANCE_REQUIRED,4,MEDIUM,2,0.89,0,5,10,3,0.3,1,197,0.738,3,267,259.9,65.35,74.62,synthetic,1.0.0,42
synth-task-01024,SYN-ENGG-1024,synth-asset-ENGG-633,NDLS-CNB,RAIL_GRINDING,ENGG,TRACK,2,0,1,30.0,2.376,440.5,1,1,3.03,0,HIGH,3,MAINTENANCE_REQUIRED,4,MEDIUM,2,4.22,0,4,10,1,0.1,1,124,0.477,1,260,243.3,70.45,64.25,synthetic,1.0.0,42
synth-task-01025,SYN-SNT-1025,synth-asset-SNT-838,CSMT-KYN,AXLE_COUNTER_OVERHAUL,SNT,AXLE_COUNTER,3,0,0,0.0,1.173,54.0,1,1,4.46,1,LOW,1,OPERATIONAL,1,LOW,1,2.73,0,3,16,6,0.375,1,201,1.896,0,106,66.3,30.38,72.53,synthetic,1.0.0,42
synth-task-01026,SYN-SNT-1026,synth-asset-SNT-754,HWH-DDU,POINTS_TESTING,SNT,INTERLOCKING,5,0,1,0.0,1.474,675.0,1,1,2.2,0,MEDIUM,2,DEGRADED,3,MEDIUM,2,12.82,0,1,7,1,0.143,1,146,1.115,1,131,96.3,44.43,46.24,synthetic,1.0.0,42
synth-task-01027,SYN-ENGG-1027,synth-asset-ENGG-553,HWH-DDU,DEEP_SCREENING,ENGG,TRACK,3,0,1,50.0,3.345,675.0,1,1,4.57,1,HIGH,3,DEGRADED,3,LOW,1,11.09,0,3,14,2,0.143,1,180,0.632,3,285,349.4,56.17,81.85,synthetic,1.0.0,42
synth-task-01028,SYN-TRD-1028,synth-asset-TRD-503,NDLS-CNB,OHE_INSPECTION,TRD,OHE_LINE,3,1,1,0.0,2.574,440.5,1,1,4.8,0,LOW,1,OPERATIONAL,1,MEDIUM,2,12.19,0,3,8,1,0.125,1,174,1.192,2,146,145.7,30.95,50.44,synthetic,1.0.0,42
